pair,variant,feature_name,n_samples,corr_w45_h15,corr_w45_h30,corr_w45_h45,corr_w45_h60,corr_w45_h75,corr_w45_h90,corr_w45_h105,corr_w90_h15,corr_w90_h30,corr_w90_h45,corr_w90_h60,corr_w90_h75,corr_w90_h90,corr_w90_h105,corr_w180_h15,corr_w180_h30,corr_w180_h45,corr_w180_h60,corr_w180_h75,corr_w180_h90,corr_w180_h105,corr_w360_h15,corr_w360_h30,corr_w360_h45,corr_w360_h60,corr_w360_h75,corr_w360_h90,corr_w360_h105,corr_w720_h15,corr_w720_h30,corr_w720_h45,corr_w720_h60,corr_w720_h75,corr_w720_h90,corr_w720_h105,corr_w1440_h15,corr_w1440_h30,corr_w1440_h45,corr_w1440_h60,corr_w1440_h75,corr_w1440_h90,corr_w1440_h105,corr_w2880_h15,corr_w2880_h30,corr_w2880_h45,corr_w2880_h60,corr_w2880_h75,corr_w2880_h90,corr_w2880_h105,avg_w45,avg_w90,avg_w180,avg_w360,avg_w720,avg_w1440,avg_w2880,avg_all,max_abs_corr
cadjpy,idx,reg_first_45,2182203,0.999968642408079,0.9999526449503575,0.9999366333862587,0.9999206446494933,0.9999047178555536,0.9998888722659135,0.999873104714129,0.9999895307410104,0.9999817080387121,0.9999685832582995,0.9999526194356665,0.9999366570881282,0.9999207282172208,0.9999048497348287,0.9999785042312153,0.9999825731250989,0.9999839918341513,0.9999827499234418,0.9999788572625258,0.9999723180076111,0.999963131485682,0.9999256340416783,0.9999355376537363,0.9999441150159245,0.9999513662427207,0.9999573029393752,0.9999619301238827,0.9999652473140899,0.999806604474139,0.999819211061314,0.9998311643955415,0.9998424669508493,0.9998531205102386,0.9998631248242944,0.9998724820776681,0.999557715265569,0.999571997763892,0.9995859446401557,0.9995995565061686,0.9996128337551325,0.9996257781837996,0.9996383908870128,0.999062773001036,0.9990774815782656,0.9990920324909685,0.99910642636826,0.9991206640161064,0.999134744587529,0.999148668005419,0.9999207514613977,0.9999506680734095,0.999977446552818,0.9999487333330582,0.9998411677562922,0.9995988881431044,0.9991061128639407,0.99976339545486,0.9999895307410104
gbpusd,idx,reg_mean_90,1972702,0.9999236111574551,0.999865823380941,0.9998007747712564,0.9997347086253879,0.9996688110660878,0.9996030350481088,0.9995373748416854,0.9999895250322309,0.9999606304457725,0.999917055716566,0.9998624974402043,0.9998006534381284,0.9997352400788388,0.9996693762566021,0.9999612799311435,0.9999777555929946,0.9999832474710205,0.9999777551031068,0.9999612791346251,0.9999338080734325,0.9998956366672472,0.999750842416438,0.9997917627647755,0.9998271793245236,0.9998571110182339,0.9998815782109245,0.999900597538713,0.9999141793537472,0.99924741260554,0.999301260343967,0.9993523375371889,0.9994006445285873,0.999446184553278,0.9994889606864252,0.999528975189484,0.9982107307854786,0.9982698503333374,0.9983276191501632,0.9983840404721356,0.9984391179800316,0.9984928542422951,0.9985452513420933,0.9961888745274968,0.9962497375017734,0.9963099383784224,0.9963694760612515,0.9964283494306392,0.9964865580908676,0.9965441023570065,0.9997334484129888,0.9998478540583348,0.9999558231390814,0.9998461786610509,0.9993951107777814,0.9983813520436478,0.9963681480496368,0.9990754164489317,0.9999895250322309
gbpusd,idx,agg_mean_90,1972702,0.9999236111574553,0.9998658233809411,0.9998007747712564,0.9997347086253877,0.9996688110660878,0.9996030350481084,0.9995373748416853,0.9999895250322308,0.9999606304457724,0.9999170557165661,0.9998624974402042,0.9998006534381287,0.9997352400788391,0.9996693762566021,0.9999612799311437,0.9999777555929946,0.9999832474710201,0.9999777551031066,0.9999612791346256,0.9999338080734328,0.9998956366672473,0.9997508424164381,0.9997917627647757,0.9998271793245238,0.9998571110182335,0.9998815782109246,0.9999005975387129,0.9999141793537474,0.99924741260554,0.9993012603439668,0.999352337537189,0.9994006445285873,0.999446184553278,0.9994889606864255,0.9995289751894836,0.9982107307854785,0.9982698503333371,0.9983276191501634,0.9983840404721351,0.9984391179800318,0.9984928542422951,0.9985452513420929,0.9961888745274969,0.9962497375017734,0.9963099383784224,0.9963694760612515,0.9964283494306395,0.9964865580908676,0.9965441023570067,0.9997334484129888,0.9998478540583348,0.9999558231390815,0.9998461786610509,0.9993951107777815,0.9983813520436478,0.9963681480496369,0.9990754164489317,0.9999895250322308
nzdjpy,idx,reg_ci_upper_45,2178605,0.9999894965249679,0.9999886210312056,0.9999675502602731,0.9999371069568789,0.9999067472905561,0.9998765525501147,0.9998465623482914,0.9999650749960918,0.9999796299467052,0.9999841122096735,0.9999785345942774,0.9999629170169622,0.9999372839428723,0.9999070667033186,0.9999086862475408,0.9999306802233487,0.9999477082492307,0.9999597618511734,0.9999668454420141,0.9999689758062269,0.9999661680563865,0.9997935613572788,0.9998191204516544,0.9998421948033017,0.9998627849701297,0.9998808856185724,0.9998965044378173,0.9999096579056493,0.9995625755651297,0.9995898858296799,0.9996159381829542,0.9996407340816372,0.9996642816578007,0.9996865882832687,0.9997076614628717,0.9990979337702163,0.9991260529512608,0.9991535533204043,0.999180437568458,0.9992067060343229,0.9992323622785457,0.9992574102333156,0.9982097563602473,0.9982373701721005,0.9982646828109167,0.9982916985510462,0.9983184191721803,0.9983448451841752,0.9983709780150745,0.9999303767088982,0.9999592313442716,0.9999498322679887,0.9998578156492005,0.9996382378661918,0.9991792080223606,0.99829110718082,0.9995436870056759,0.9999894965249679
nzdjpy,idx,reg_ci_lower_2880,2178605,0.9999894832833678,0.9999887794966005,0.999967720964222,0.9999372271456205,0.9999068009020932,0.999876541147011,0.9998465036160208,0.9999644825706442,0.9999793186580382,0.9999840218591957,0.9999785880871244,0.9999630230416553,0.9999373635584748,0.9999070973940951,0.9999073187295117,0.9999295311762818,0.9999467656807212,0.9999590110209469,0.9999662694083281,0.999968556596465,0.999965887297207,0.9997913217844159,0.9998170455770823,0.999840277411941,0.9998610157885318,0.9998792554930539,0.9998950060803454,0.9999082854836138,0.9995588496584978,0.9995863011781655,0.9996124915247399,0.999637421342716,0.9996610987629572,0.9996835318325754,0.999704728914652,0.9990910391416639,0.9991193035952298,0.9991469469561197,0.9991739718034122,0.9992003785237787,0.9992261709250737,0.9992513531637974,0.9981962844002867,0.998224030898373,0.9982514756021897,0.99827862257437,0.9983054735095035,0.9983320290371871,0.9983582906639172,0.9999304366507051,0.9999591278813182,0.9999490485584944,0.999856029659855,0.9996349176020434,0.999172737729868,0.9982780295265468,0.9995400468012615,0.9999894832833678
audcad,idx,agg_mean_180,2173440,0.9995991416242297,0.9994780799181904,0.9993502529518786,0.9992219946146613,0.9990943431194893,0.9989671973154933,0.9988405122594983,0.9997947159694731,0.9997019438673516,0.9995949547886335,0.9994774380076965,0.9993530814235606,0.9992255942134872,0.9990981198142537,0.999989471184507,0.9999592004708807,0.9999110701683283,0.9998469358906239,0.9997686318095785,0.999677986201109,0.999576820345628,0.9998021772760123,0.999849500538223,0.9998863096126431,0.9999126072608495,0.9999283896654004,0.9999336514903486,0.9999283897752818,0.9989626773738192,0.9990483655029383,0.9991287708723676,0.9992039045963883,0.9992737774574537,0.9993384009346165,0.999397787450929,0.9970969210205296,0.9971985612622467,0.997297708260904,0.9973943632346673,0.9974885253215588,0.9975801935953893,0.9976693679445874,0.9936106061517257,0.993714037348116,0.9938162334442646,0.9939171990454221,0.9940169373196005,0.9941154499256294,0.9942127388952868,0.9992216459719201,0.9994636925834938,0.9998185880100937,0.999891575088394,0.9991933834555018,0.997389377234269,0.993914743161435,0.9984132865007297,0.999989471184507
audcad,idx,reg_mean_180,2173440,0.9995991416242297,0.9994780799181904,0.9993502529518787,0.9992219946146613,0.9990943431194897,0.9989671973154932,0.9988405122594983,0.999794715969473,0.999701943867351,0.9995949547886335,0.9994774380076965,0.9993530814235609,0.999225594213487,0.9990981198142537,0.999989471184507,0.9999592004708805,0.9999110701683285,0.9998469358906239,0.9997686318095783,0.9996779862011095,0.9995768203456276,0.9998021772760121,0.9998495005382231,0.9998863096126426,0.9999126072608497,0.9999283896654009,0.9999336514903483,0.9999283897752814,0.9989626773738186,0.9990483655029383,0.9991287708723678,0.9992039045963885,0.9992737774574538,0.9993384009346165,0.999397787450929,0.9970969210205294,0.9971985612622463,0.9972977082609041,0.9973943632346676,0.9974885253215592,0.9975801935953893,0.9976693679445877,0.9936106061517257,0.993714037348116,0.9938162334442645,0.9939171990454219,0.9940169373196004,0.9941154499256292,0.994212738895287,0.9992216459719202,0.9994636925834938,0.9998185880100935,0.9998915750883939,0.9991933834555018,0.9973893772342691,0.9939147431614349,0.9984132865007295,0.999989471184507
nzdjpy,idx,reg_ci_upper_2880,2178605,0.9999894592718539,0.999988813115499,0.9999678157931143,0.9999373847429742,0.9999070223110202,0.9998768275261845,0.9998468561939632,0.9999643906990059,0.999979274835965,0.9999840312009489,0.9999786548590005,0.9999631505705527,0.9999375542013391,0.9999073525375891,0.9999071439548788,0.9999293874408366,0.9999466580370032,0.9999589442390493,0.999966247960453,0.9999685846712106,0.9999659687740527,0.9997911498762833,0.9998168768094148,0.9998401163900531,0.9998608670092934,0.9998791233195731,0.9998948947502939,0.999908199103738,0.9995592505470865,0.9995866594671942,0.9996128109992357,0.9996377057835281,0.9996613519308067,0.9996837574776862,0.9997049307612638,0.999094146696862,0.999122309016073,0.9991498528215722,0.9991767807228285,0.9992030931144938,0.9992287938204081,0.9992538869989935,0.9982067291602607,0.9982343497451468,0.9982616694424343,0.9982886923435604,0.9983154201517234,0.9983418535139362,0.9983679939388013,0.9999305969935156,0.9999592012720573,0.9999489907253549,0.9998558896083785,0.999635209566686,0.9991755518844616,0.9982881011851232,0.9995419344622254,0.9999894592718539
nzdjpy,idx,reg_ci_upper_1440,2178605,0.9999894367506569,0.9999887449870439,0.9999677025791551,0.9999372260860877,0.9999068179726045,0.9998765776957241,0.9998465614456074,0.999964442670636,0.9999792779974107,0.9999839869747618,0.9999785642747754,0.9999630143225983,0.9999373726528443,0.9999071257981483,0.9999073611884054,0.9999295510110382,0.999946769152654,0.9999590040588889,0.9999662576142844,0.9999685452692185,0.9999658814160273,0.9997917298321534,0.9998173979977908,0.9998405796147327,0.9998612730716664,0.9998794730285069,0.9998951889271618,0.999908438604483,0.9995605903317903,0.9995879391448408,0.9996140306452257,0.9996388655088367,0.9996624518886142,0.9996847978680772,0.9997059118285719,0.9990965868640793,0.9991247095137857,0.9991522129695811,0.9991790998629662,0.9992053706144282,0.9992310290778411,0.9992560794396316,0.9982093926084463,0.99823700216814,0.9982643104187234,0.9982913214617561,0.9983180370062101,0.9983444577063703,0.9983705850741671,0.9999304382166972,0.9999591120987393,0.9999490528157882,0.999856297296642,0.9996363696022795,0.9991778697631876,0.9982907294919733,0.9995428384693295,0.9999894367506569
nzdjpy,idx,reg_ci_lower_1440,2178605,0.9999894168915301,0.9999887587122167,0.9999677452673088,0.9999372968944573,0.9999069163352858,0.9998767020750193,0.9998467094646164,0.9999643416858309,0.9999792265823291,0.9999839771708866,0.9999785897574608,0.9999630703772211,0.999937456196945,0.9999072352262296,0.9999070125826288,0.9999292786911562,0.9999465656489536,0.9999588622841972,0.9999661708371975,0.9999685070811543,0.999965885738288,0.9997906529139585,0.9998164354724045,0.9998397252694112,0.9998605208069511,0.9998788168637477,0.999894622982113,0.9999079570606575,0.9995574209556303,0.9995849325805304,0.9996111829570185,0.999636172694044,0.9996599098802551,0.9996824025158406,0.9997036589196108,0.9990885100625052,0.9991168141830435,0.9991444978911699,0.9991715637439187,0.9991980121021583,0.9992238467436609,0.9992490717969327,0.9981935321116779,0.9982212896315877,0.9982487457787486,0.9982759046057081,0.9983027678012654,0.9983293359877243,0.9983556106682568,0.9999305065200621,0.9999591281424148,0.9999488975519394,0.9998555330527491,0.9996336686432757,0.9991703309319127,0.9982753123692811,0.9995390538873764,0.9999894168915301
nzdjpy,idx,reg_ci_upper_90,2178605,0.999989412153806,0.9999886488612355,0.9999676351431507,0.9999372082935883,0.9999068416996811,0.9998766304167969,0.9998466311582818,0.9999648863696141,0.9999794934298479,0.99998404700973,0.9999785430758781,0.9999629781371686,0.9999373653207314,0.9999071517790634,0.9999086141042858,0.9999306030437641,0.9999476294209488,0.9999596835289306,0.999966770538697,0.9999689088450541,0.9999661162652783,0.9997935822239066,0.999819142830354,0.9998422195231853,0.999862810522156,0.9998809098874364,0.999896526057602,0.9999096762894473,0.9995625878981265,0.9995899015329189,0.999615957524101,0.9996407561544278,0.9996643054221598,0.9996866132852581,0.9997076878239256,0.999097948620096,0.9991260672308384,0.9991535670581292,0.9991804505911934,0.999206718201277,0.9992323737166936,0.99925742118086,0.9982098787087892,0.998237491478067,0.998264803100038,0.9982918176668248,0.9983185369026263,0.9983449615406765,0.9983710930966757,0.99993042967522,0.9999592093031476,0.9999497608209941,0.9998578381905839,0.9996382585201312,0.9991792209427268,0.9982912260705283,0.9995437062176189,0.999989412153806
nzdjpy,idx,reg_ci_upper_720,2178605,0.9999894003721848,0.9999887121371565,0.9999676770197838,0.9999372077976957,0.9999068058056385,0.9998765702028201,0.9998465574220253,0.9999644265466316,0.9999792522854187,0.9999839580000505,0.9999785369488193,0.9999629918041434,0.9999373561062079,0.9999071146128984,0.9999074475378893,0.9999296085444502,0.9999468032042755,0.9999590196872048,0.9999662594604164,0.9999685375150893,0.9999658677916439,0.9997921312160462,0.9998177542319364,0.999840893561973,0.9998615476108372,0.9998797109916389,0.9998953930680178,0.999908611645587,0.9995615669101482,0.9995888800512178,0.9996149355226085,0.9996397341182583,0.9996632840959155,0.9996855936400585,0.9997066712381564,0.999097415880805,0.999125538639401,0.9991530422577221,0.9991799293378768,0.9992062002576221,0.9992318588278046,0.99925690919794,0.9982097662992635,0.9982373782096488,0.9982646889256497,0.9982917025600121,0.9983184208115159,0.9983448443215651,0.9983709745893324,0.9999304186796149,0.9999590909005956,0.9999490776772814,0.999856577475148,0.9996372379394804,0.9991786991998816,0.9982911108167124,0.9995431732412449,0.9999894003721848
nzdjpy,idx,reg_ci_lower_720,2178605,0.99998937734172,0.9999887156357058,0.9999676949035065,0.9999372392636207,0.9999068525869637,0.999876633656601,0.9998466375807237,0.9999642818829441,0.9999791763685009,0.9999839302213476,0.9999785411613755,0.9999630169764809,0.9999373968279609,0.9999071704996697,0.9999068503078323,0.9999291452334774,0.9999464556742601,0.999958770734237,0.9999660930710595,0.9999684389171705,0.9999658234465898,0.9997901756050132,0.999816003314433,0.9998393353996026,0.9998601703465804,0.9998785029808536,0.999894342923045,0.9999077081028558,0.9995563684550562,0.9995839157527178,0.9996102021589991,0.9996352281648968,0.9996590017542012,0.9996815308261704,0.9997028235933544,0.9990876051686887,0.9991159091799885,0.9991435927251962,0.999170658390835,0.9991971065804581,0.9992229411149016,0.9992481661594391,0.9981930826334029,0.9982208378022791,0.9982482914836366,0.9982754477188881,0.9983023082070029,0.9983288735831854,0.9983551453632453,0.9999304501384059,0.9999590734197542,0.9999487967692324,0.9998551769531977,0.9996327243864851,0.9991694256170723,0.9982748552559485,0.9995386432200137,0.99998937734172
nzdjpy,idx,reg_ci_upper_360,2178605,0.9999893717171994,0.9999886695899147,0.9999676282121467,0.9999371517245506,0.9999067398811142,0.999876492545571,0.9998464671894843,0.9999644716099931,0.9999792568153382,0.9999839342115681,0.9999784945709531,0.999962937588134,0.9999372929141226,0.9999070415186166,0.9999077281005648,0.9999298228748298,0.9999469583282875,0.9999591224118733,0.9999663165567795,0.9999685556946369,0.9999658537312368,0.9997928656499775,0.9998184301725347,0.9998415101016239,0.9998621044462268,0.9998802083731219,0.9998958317395058,0.9999089928693061,0.9995621925967765,0.9995895067326986,0.999615562451692,0.999640360416451,0.9996639087613122,0.9996862155871828,0.9997072893223904,0.999097614392292,0.9991257355314981,0.9991532375291979,0.9991801229344952,0.9992063921149967,0.9992320488728693,0.99925709738435,0.998209754883454,0.9982373658820637,0.9982646757997216,0.9982916887313731,0.998318406363801,0.9983448293462822,0.9983709591897806,0.9999303601228543,0.9999590613183893,0.999949193956887,0.9998571347646139,0.9996378622669292,0.999178892679957,0.9982910971709252,0.9995433717543651,0.9999893717171994
nzdjpy,idx,reg_ci_upper_180,2178605,0.9999893552742104,0.9999886507471607,0.9999676330874214,0.9999371864788259,0.9999068044432564,0.9998765836586307,0.9998465789866222,0.9999645853253172,0.9999793072287707,0.999983950694518,0.999978503728782,0.9999629604445126,0.9999373409023413,0.9999071147825057,0.9999082062503803,0.9999302136878149,0.9999472672177885,0.9999593585629205,0.9999664918860717,0.9999686833881,0.9999659472371732,0.9997933711549011,0.9998189338626029,0.9998420111795764,0.9998626016606238,0.9998806997287208,0.9998963140107746,0.9999094617768286,0.9995624211846195,0.9995897375850229,0.9996157956117911,0.9996405960552354,0.9996641471025693,0.9996864566690965,0.9997075329993745,0.9990977606257044,0.9991258803218555,0.9991533811660646,0.9991802656994581,0.9992065342971419,0.9992321907434283,0.9992572391458755,0.998209790550685,0.9982374021816047,0.9982647126402008,0.9982917260696995,0.9983184442293227,0.9983448678078541,0.9983709982886787,0.9999303989537324,0.9999591090152496,0.9999494526043213,0.9998576276248612,0.9996380981725298,0.9991790359999326,0.9982911345382923,0.9995435509869884,0.9999893552742104
nzdjpy,idx,reg_ci_lower_360,2178605,0.9999893209039749,0.9999886730884053,0.9999676586166777,0.9999372102431753,0.9999068334189638,0.9998766262224362,0.999846642723128,0.999964151728044,0.9999790867442611,0.9999838689136776,0.9999784984419765,0.9999629860950466,0.9999373749232635,0.9999071584984256,0.9999064846557747,0.999928845810532,0.9999462154550977,0.9999585829121809,0.9999659508755894,0.9999683356371849,0.9999657524057336,0.9997893560885925,0.9998152422873777,0.9998386337700389,0.9998595284180873,0.9998779205034892,0.9998938191531765,0.9999072417786653,0.9995556577229382,0.9995832040202544,0.9996094901738292,0.9996345168056322,0.9996582920230354,0.9996808238087805,0.9997021204346611,0.9990873216814654,0.9991156273068738,0.9991433124677243,0.9991703798032952,0.9991968297274314,0.999222666069563,0.9992478929683515,0.9981930091853903,0.9982207652609544,0.9982482197358072,0.9982753766689385,0.9983022377714824,0.9983288036706516,0.9983550758705705,0.9999304236023944,0.999959017906385,0.9999485953931562,0.9998545345713469,0.9996320149984473,0.9991691471463862,0.9982747840233993,0.9995383596630736,0.9999893209039749
nzdjpy,idx,reg_ci_lower_180,2178605,0.9999892594166478,0.999988613999689,0.9999675758103349,0.9999370975591365,0.9999066909281259,0.9998764571814407,0.9998464529988627,0.9999639600846527,0.9999789584004254,0.999983774498812,0.9999784113517144,0.9999628853062321,0.9999372490030621,0.9999070073033725,0.9999059285841317,0.9999283770723818,0.9999458286376681,0.9999582688311508,0.9999656976145155,0.9999681300102503,0.9999655809650775,0.9997887726832669,0.9998146606921937,0.9998380547825885,0.9998589532902967,0.9998773512306943,0.9998932589608966,0.9999066949466565,0.9995553512722158,0.9995828953006771,0.9996091791422665,0.9996342032915061,0.9996579758024862,0.9996805048434146,0.9997017988702107,0.999087097643246,0.9991154047075722,0.9991430910178979,0.9991701592216213,0.9991966097247067,0.9992224463742926,0.9992476733780663,0.9981928958197952,0.9982206512591631,0.9982481051892893,0.9982752616210304,0.9983021221926666,0.9983286874918054,0.9983549590504649,0.9999303068420338,0.9999588922783245,0.9999482588164537,0.9998539637980848,0.9996317012175397,0.999168926009629,0.9982746689463164,0.9995381025583402,0.9999892594166478
euraud,idx,agg_mean_45,2169762,0.9999808077862029,0.9999330064088563,0.9998708651683197,0.9998065136877429,0.9997421861197867,0.9996778170162611,0.9996131485996756,0.999989191943357,0.9999891903709408,0.9999677140206887,0.9999259412067869,0.9998698781681901,0.9998066283653617,0.9997421285240332,0.9998978499334635,0.9999302001313393,0.9999517199063912,0.9999624563835374,0.9999624478616108,0.9999516986860547,0.9999301778600916,0.9996574200700141,0.9997059135764796,0.9997490554475638,0.9997868429732035,0.9998192798307736,0.9998463667657475,0.9998680785671616,0.9991524839119882,0.9992093507107425,0.9992634522001113,0.9993147914960465,0.9993633662954724,0.9994091738730752,0.9994522071606313,0.9981398355690428,0.9981991781003382,0.9982572436967321,0.9983140287011869,0.9983695231125219,0.9984237150536389,0.9984765921907744,0.9963478926656224,0.9964034546617521,0.9964583966023081,0.996512721030859,0.9965664288740252,0.9966195235566498,0.9966720069606541,0.9998034778266922,0.9998986675141941,0.9999409358232129,0.9997761367472776,0.9993092608068668,0.9983114452034622,0.9965114891931243,0.9990787733021185,0.999989191943357
euraud,idx,reg_mean_45,2169762,0.9999808077862029,0.9999330064088562,0.9998708651683196,0.9998065136877431,0.9997421861197867,0.9996778170162613,0.9996131485996756,0.999989191943357,0.9999891903709407,0.9999677140206888,0.9999259412067868,0.9998698781681898,0.9998066283653618,0.9997421285240332,0.9998978499334634,0.999930200131339,0.9999517199063912,0.9999624563835374,0.9999624478616107,0.9999516986860546,0.9999301778600914,0.9996574200700138,0.9997059135764799,0.9997490554475638,0.9997868429732035,0.9998192798307732,0.9998463667657475,0.9998680785671618,0.9991524839119882,0.9992093507107422,0.9992634522001111,0.9993147914960466,0.9993633662954725,0.9994091738730752,0.9994522071606312,0.9981398355690431,0.9981991781003379,0.9982572436967321,0.9983140287011871,0.9983695231125219,0.9984237150536389,0.9984765921907746,0.9963478926656224,0.9964034546617521,0.996458396602308,0.9965127210308591,0.9965664288740255,0.9966195235566496,0.9966720069606538,0.9998034778266922,0.9998986675141941,0.9999409358232125,0.9997761367472776,0.9993092608068668,0.9983114452034622,0.9965114891931243,0.9990787733021185,0.999989191943357
usdjpy,idx,reg_const_term_90,2174128,0.9999499029648808,0.999939828322032,0.9999297966537304,0.9999198001176077,0.9999097865263453,0.9998997598261726,0.9998897076404563,0.9999701228325454,0.9999600238870544,0.9999499435518628,0.9999398887884762,0.9999298445107119,0.9999198151702545,0.999909790575525,0.9999891730851468,0.9999867106055621,0.9999825730859867,0.9999767556839623,0.9999692583995186,0.9999600968887344,0.9999500400639664,0.9999692755557436,0.9999730971392068,0.9999760763681383,0.9999782123296623,0.9999795015871143,0.9999799493983731,0.9999795570642894,0.9998985935767244,0.9999055670432232,0.9999121173178346,0.9999182451531443,0.9999239511459176,0.9999292364173035,0.9999340983571142,0.999739208861632,0.9997479136523398,0.9997564012879561,0.9997646723305866,0.9997727269674505,0.9997805663598596,0.9997881900760732,0.9994106408647403,0.999420061080995,0.9994293785729166,0.9994385936905441,0.9994477064274313,0.9994567168428599,0.9994656245732152,0.9999197974358892,0.9999399184737756,0.9999735154018395,0.9999765242060754,0.9999174012873231,0.9997642399336998,0.9994383888646717,0.9998471122290392,0.9999891730851468
usdjpy,idx,reg_first_90,2174128,0.9999499029648811,0.999939828322032,0.9999297966537304,0.9999198001176077,0.9999097865263451,0.9998997598261729,0.9998897076404565,0.9999701228325453,0.9999600238870546,0.9999499435518626,0.9999398887884764,0.9999298445107117,0.9999198151702543,0.999909790575525,0.9999891730851463,0.9999867106055624,0.9999825730859865,0.9999767556839626,0.9999692583995186,0.9999600968887349,0.9999500400639664,0.9999692755557433,0.9999730971392068,0.9999760763681383,0.9999782123296626,0.9999795015871147,0.9999799493983726,0.9999795570642895,0.9998985935767246,0.999905567043223,0.9999121173178348,0.9999182451531443,0.999923951145918,0.9999292364173037,0.9999340983571142,0.999739208861632,0.9997479136523394,0.9997564012879561,0.9997646723305865,0.9997727269674507,0.9997805663598596,0.9997881900760736,0.9994106408647403,0.9994200610809948,0.9994293785729164,0.9994385936905442,0.9994477064274315,0.9994567168428601,0.9994656245732156,0.9999197974358894,0.9999399184737756,0.9999735154018398,0.9999765242060754,0.9999174012873232,0.9997642399336997,0.9994383888646718,0.9998471122290392,0.9999891730851463
nzdjpy,idx,reg_ci_lower_90,2178605,0.99998915182787,0.999988565176418,0.9999675230475462,0.9999370250402,0.99990660297034,0.9998763597234764,0.9998463501288641,0.9999636083340926,0.9999787214915385,0.9999836274760303,0.9999783212983238,0.9999628169092498,0.9999371738816916,0.9999069196053544,0.999905470033059,0.9999279370165585,0.999945415733269,0.9999578931632398,0.9999653682597572,0.9999678538502015,0.9999653612333286,0.999788510932206,0.9998144010399245,0.9998377957530585,0.9998586937418459,0.9998770903841809,0.9998929962243429,0.9999064297424729,0.9995551338979987,0.9995826806899019,0.9996089665658678,0.9996339925273423,0.9996577668170779,0.9996802975594493,0.999701593375909,0.9990868590255899,0.9991151671732663,0.9991428544993808,0.9991699237025844,0.999196375192431,0.9992222127708754,0.9992474407109473,0.998192757107739,0.9982205114068786,0.9982479641726568,0.9982751194664022,0.9983019789611324,0.9983285431988462,0.9983548136804468,0.9999302254163878,0.9999587412851829,0.9999478998984878,0.9998537025454332,0.9996314902047924,0.9991686904392963,0.9982745268563004,0.9995378966636972,0.99998915182787
audusd,idx,reg_mean_45,2121200,0.9999807820146533,0.9999329428088729,0.9998709655832336,0.9998070137144498,0.999743344423769,0.9996798067155797,0.9996162244125288,0.9999891218602436,0.9999891212403154,0.9999677405138285,0.9999261549258849,0.9998704012477473,0.9998076455600508,0.9997438809852154,0.9998985746557005,0.9999304088142897,0.9999516045306853,0.9999621893061055,0.9999621864046588,0.9999515972576727,0.9999304013527022,0.999662539419313,0.999710223591209,0.9997525980685038,0.9997896734575831,0.9998214586162705,0.9998479592883888,0.9998691725179226,0.9991623635847929,0.9992181610904632,0.9992712905829823,0.9993217583581971,0.9993695693366942,0.999414722083287,0.9994572094055056,0.9981706879243484,0.9982291186602178,0.9982862590419653,0.9983421096875456,0.9983966692340911,0.9984499330842947,0.9985018962839263,0.9962586259233068,0.9963174203315441,0.9963755667600978,0.9964330680362254,0.996489926411682,0.9965461419714308,0.9966017131336322,0.9998044399532982,0.9998991523333265,0.9999409946174022,0.9997790892798843,0.999316439205989,0.9983395248451984,0.9964317803668455,0.999073060085992,0.9999891218602436
audusd,idx,agg_mean_45,2121200,0.9999807820146537,0.9999329428088731,0.9998709655832335,0.9998070137144501,0.999743344423769,0.9996798067155794,0.9996162244125288,0.9999891218602434,0.9999891212403156,0.9999677405138285,0.9999261549258849,0.9998704012477474,0.9998076455600508,0.9997438809852156,0.9998985746557003,0.9999304088142895,0.9999516045306853,0.9999621893061056,0.9999621864046584,0.9999515972576729,0.9999304013527024,0.9996625394193126,0.9997102235912088,0.9997525980685043,0.9997896734575833,0.9998214586162703,0.9998479592883889,0.9998691725179232,0.9991623635847934,0.999218161090463,0.9992712905829823,0.9993217583581971,0.999369569336694,0.9994147220832869,0.999457209405506,0.9981706879243483,0.9982291186602176,0.9982862590419653,0.998342109687546,0.9983966692340903,0.9984499330842945,0.9985018962839263,0.996258625923307,0.9963174203315438,0.9963755667600975,0.9964330680362252,0.996489926411682,0.9965461419714311,0.9966017131336324,0.9998044399532982,0.9998991523333266,0.999940994617402,0.9997790892798845,0.999316439205989,0.9983395248451982,0.9964317803668455,0.999073060085992,0.9999891218602434
nzdjpy,idx,reg_ci_lower_45,2178605,0.9999890287813572,0.9999885543307959,0.9999675692553341,0.9999370877031205,0.9999066587060504,0.9998763989176361,0.9998463802670431,0.9999633810340921,0.9999785462999937,0.9999835236006415,0.9999782911045856,0.9999628393538088,0.9999372165846138,0.9999069660069009,0.9999053592200372,0.9999278211657799,0.9999452982324772,0.9999577761677324,0.9999652546817264,0.9999677482136269,0.9999652707662064,0.9997884931351538,0.999814384753514,0.9998377818063868,0.9998586806263263,0.9998770759836972,0.9998929791736252,0.9999064094545578,0.9995551075782887,0.9995826577390096,0.9996089472514093,0.9996339759434453,0.9996577519228017,0.9996802839014391,0.9997015810754901,0.9990868352438288,0.9991151428197947,0.9991428296025584,0.9991698980896524,0.9991963487216988,0.9992221855698905,0.9992474130177565,0.9981928408641281,0.9982205941193433,0.9982480458668227,0.9982751999861368,0.998302058093544,0.9983286209558742,0.9983548901609659,0.9999302397087625,0.9999586805692336,0.9999477897782266,0.9998536864190373,0.9996314722016976,0.9991686647235972,0.9982746071495451,0.9995378772214428,0.9999890287813572
