target,rank,feature_id,column_name,variant,correlation,n_samples
w360_h60,86,align_eurusd.pos_180,pos_180,idx,0.4867,1215518
w360_h60,87,reg_eurusd.reg_direction_180,reg_direction_180,idx,0.486,1215518
w360_h60,88,mom_eurusd.mom_pos_count_90,mom_pos_count_90,idx,0.4842,1215518
w360_h60,89,reg_eurusd.reg_direction_720,reg_direction_720,idx,0.4725,1215518
w360_h60,90,align_eurusd.dir_720,dir_720,idx,0.4723,1215469
w360_h60,91,mom_eurusd.mom_dir_720,mom_dir_720,idx,0.4723,1215469
w360_h60,92,mom_eurusd.mom_roc_smooth_1440,mom_roc_smooth_1440,idx,0.4603,1215422
w360_h60,93,agg_bqx_eurusd.agg_sum_1440,agg_sum_1440,bqx,0.4603,1215516
w360_h60,94,agg_bqx_eurusd.agg_mean_1440,agg_mean_1440,bqx,0.4603,1215516
w360_h60,95,reg_bqx_eurusd.reg_mean_1440,reg_mean_1440,bqx,0.4603,1215516
w360_h60,96,div_bqx_eurusd.div_90_1440,div_90_1440,bqx,-0.4537,1215516
w360_h60,97,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.4514,1215518
w360_h60,98,align_eurusd.zscore_180,zscore_180,idx,0.4514,1215518
w360_h60,99,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.4514,1215518
w360_h60,100,lag_bqx_eurusd_45.sma_45,sma_45,bqx,0.4409,1206629
w360_h75,1,reg_eurusd.reg_slope_360,reg_slope_360,idx,0.9285,1215518
w360_h75,2,der_eurusd.der_v1_360,der_v1_360,idx,0.9271,1215493
w360_h75,3,mom_eurusd.mom_diff_360,mom_diff_360,idx,0.9271,1215493
w360_h75,4,eurusd_bqx.bqx_360,bqx_360,bqx,0.9259,1215493
w360_h75,5,mom_eurusd.mom_roc_360,mom_roc_360,idx,0.9259,1215493
w360_h75,6,agg_bqx_eurusd.agg_sum_360,agg_sum_360,bqx,0.883,1215516
w360_h75,7,reg_bqx_eurusd.reg_mean_360,reg_mean_360,bqx,0.883,1215516
w360_h75,8,agg_bqx_eurusd.agg_mean_360,agg_mean_360,bqx,0.883,1215516
w360_h75,9,mom_eurusd.mom_roc_smooth_360,mom_roc_smooth_360,idx,0.8829,1215493
w360_h75,10,reg_eurusd.reg_deviation_360,reg_deviation_360,idx,0.8798,1215518
w360_h75,11,reg_eurusd.reg_deviation_720,reg_deviation_720,idx,0.8779,1215518
w360_h75,12,agg_bqx_eurusd.agg_sum_180,agg_sum_180,bqx,0.7637,1215516
w360_h75,13,agg_bqx_eurusd.agg_mean_180,agg_mean_180,bqx,0.7637,1215516
w360_h75,14,reg_bqx_eurusd.reg_mean_180,reg_mean_180,bqx,0.7637,1215516
w360_h75,15,mom_eurusd.mom_roc_smooth_180,mom_roc_smooth_180,idx,0.7637,1215506
w360_h75,16,div_eurusd.div_180_720,div_180_720,idx,-0.7494,1215518
w360_h75,17,align_eurusd.zscore_720,zscore_720,idx,0.7344,1215518
w360_h75,18,reg_eurusd.reg_zscore_720,reg_zscore_720,idx,0.7344,1215518
w360_h75,19,mom_eurusd.mom_diff_180,mom_diff_180,idx,0.7292,1215506
w360_h75,20,der_eurusd.der_v1_180,der_v1_180,idx,0.7292,1215506
w360_h75,21,mom_eurusd.mom_roc_180,mom_roc_180,idx,0.7282,1215506
w360_h75,22,eurusd_bqx.bqx_180,bqx_180,bqx,0.7282,1215506
w360_h75,23,reg_eurusd.reg_slope_180,reg_slope_180,idx,0.7276,1215518
w360_h75,24,mrt_eurusd.mrt_tension_360,mrt_tension_360,idx,0.7251,1215518
w360_h75,25,align_eurusd.pos_360,pos_360,idx,0.7092,1215518
w360_h75,26,agg_eurusd.agg_position_360,agg_position_360,idx,0.7092,1215518
w360_h75,27,reg_eurusd.reg_deviation_1440,reg_deviation_1440,idx,0.7091,1215518
w360_h75,28,reg_eurusd.reg_zscore_1440,reg_zscore_1440,idx,0.7021,1215518
w360_h75,29,align_eurusd.zscore_1440,zscore_1440,idx,0.7021,1215518
w360_h75,30,mom_eurusd.mom_pos_count_180,mom_pos_count_180,idx,0.6866,1215518
w360_h75,31,align_eurusd.pos_720,pos_720,idx,0.681,1215518
w360_h75,32,agg_eurusd.agg_position_720,agg_position_720,idx,0.681,1215518
w360_h75,33,align_eurusd.zscore_360,zscore_360,idx,0.6545,1215518
w360_h75,34,reg_eurusd.reg_zscore_360,reg_zscore_360,idx,0.6545,1215518
w360_h75,35,reg_eurusd.reg_slope_720,reg_slope_720,idx,0.6501,1215518
w360_h75,36,mom_eurusd.mom_diff_720,mom_diff_720,idx,0.6495,1215469
w360_h75,37,der_eurusd.der_v1_720,der_v1_720,idx,0.6495,1215469
w360_h75,38,eurusd_bqx.bqx_720,bqx_720,bqx,0.6484,1215469
w360_h75,39,mom_eurusd.mom_roc_720,mom_roc_720,idx,0.6484,1215469
w360_h75,40,reg_eurusd.reg_direction_360,reg_direction_360,idx,0.6475,1215518
w360_h75,41,mom_eurusd.mom_dir_360,mom_dir_360,idx,0.6467,1215493
w360_h75,42,align_eurusd.dir_360,dir_360,idx,0.6467,1215493
w360_h75,43,div_eurusd.div_90_1440,div_90_1440,idx,-0.6372,1215518
w360_h75,44,lag_bqx_eurusd_90.sma_90,sma_90,bqx,0.6365,1209473
w360_h75,45,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.6267,1215518
w360_h75,46,agg_bqx_eurusd.agg_sum_720,agg_sum_720,bqx,0.6095,1215516
w360_h75,47,agg_bqx_eurusd.agg_mean_720,agg_mean_720,bqx,0.6095,1215516
w360_h75,48,reg_bqx_eurusd.reg_mean_720,reg_mean_720,bqx,0.6095,1215516
w360_h75,49,mom_eurusd.mom_roc_smooth_720,mom_roc_smooth_720,idx,0.6094,1215469
w360_h75,50,reg_eurusd.reg_zscore_2880,reg_zscore_2880,idx,0.6058,1215518
w360_h75,51,mrt_eurusd.mrt_tension_720,mrt_tension_720,idx,0.6026,1215518
w360_h75,52,agg_eurusd.agg_position_1440,agg_position_1440,idx,0.5954,1215518
w360_h75,53,align_eurusd.pos_1440,pos_1440,idx,0.5954,1215518
w360_h75,54,lag_bqx_eurusd_90.ema_90,ema_90,bqx,0.5647,1209473
w360_h75,55,agg_bqx_eurusd.agg_sum_90,agg_sum_90,bqx,0.5627,1215516
w360_h75,56,agg_bqx_eurusd.agg_mean_90,agg_mean_90,bqx,0.5627,1215516
w360_h75,57,reg_bqx_eurusd.reg_mean_90,reg_mean_90,bqx,0.5627,1215516
w360_h75,58,mom_eurusd.mom_roc_smooth_90,mom_roc_smooth_90,idx,0.5627,1215513
w360_h75,59,mom_eurusd.mom_zscore_720,mom_zscore_720,idx,0.5573,1215469
w360_h75,60,reg_eurusd.reg_deviation_2880,reg_deviation_2880,idx,0.5525,1215518
w360_h75,61,mrt_eurusd.mrt_tension_composite,mrt_tension_composite,idx,0.546,1215518
w360_h75,62,mom_bqx_eurusd.mom_pos_count_360,mom_pos_count_360,bqx,0.5297,1215516
w360_h75,63,lag_bqx_eurusd_90.bqx_lag_90,bqx_lag_90,bqx,0.5223,1209473
w360_h75,64,div_eurusd.div_45_2880,div_45_2880,idx,-0.5222,1215518
w360_h75,65,div_bqx_eurusd.div_180_720,div_180_720,bqx,-0.5222,1215516
w360_h75,66,lag_eurusd_90.momentum_90,momentum_90,idx,0.5091,1215513
w360_h75,67,mom_eurusd.mom_diff_90,mom_diff_90,idx,0.5091,1215513
w360_h75,68,der_eurusd.der_v1_90,der_v1_90,idx,0.5091,1215513
w360_h75,69,lag_bqx_eurusd_90.bqx_close,bqx_close,bqx,0.5091,1209473
w360_h75,70,lag_eurusd_90.return_lag_90,return_lag_90,idx,0.5086,1215513
w360_h75,71,regime_eurusd_90.return_lag_90,return_lag_90,idx,0.5086,1215513
w360_h75,72,mom_eurusd.mom_roc_90,mom_roc_90,idx,0.5086,1215513
w360_h75,73,eurusd_bqx.bqx_90,bqx_90,bqx,0.5086,1215513
w360_h75,74,reg_eurusd.reg_slope_90,reg_slope_90,idx,0.5068,1215518
w360_h75,75,agg_eurusd.agg_position_2880,agg_position_2880,idx,0.5046,1215518
w360_h75,76,mom_eurusd.mom_zscore_360,mom_zscore_360,idx,0.5029,1215493
w360_h75,77,mom_eurusd.mom_zscore_1440,mom_zscore_1440,idx,0.5029,1215422
w360_h75,78,agg_eurusd.agg_position_180,agg_position_180,idx,0.491,1215518
w360_h75,79,align_eurusd.pos_180,pos_180,idx,0.491,1215518
w360_h75,80,mom_eurusd.mom_dir_180,mom_dir_180,idx,0.4908,1215506
w360_h75,81,align_eurusd.dir_180,dir_180,idx,0.4908,1215506
w360_h75,82,reg_eurusd.reg_direction_180,reg_direction_180,idx,0.4898,1215518
w360_h75,83,mom_eurusd.mom_pos_count_90,mom_pos_count_90,idx,0.4885,1215518
w360_h75,84,reg_eurusd.reg_slope_1440,reg_slope_1440,idx,0.4812,1215518
w360_h75,85,mom_eurusd.mom_diff_1440,mom_diff_1440,idx,0.4811,1215422
w360_h75,86,der_eurusd.der_v1_1440,der_v1_1440,idx,0.4811,1215422
w360_h75,87,mom_eurusd.mom_roc_1440,mom_roc_1440,idx,0.4805,1215422
w360_h75,88,eurusd_bqx.bqx_1440,bqx_1440,bqx,0.4805,1215422
w360_h75,89,reg_eurusd.reg_direction_720,reg_direction_720,idx,0.4652,1215518
w360_h75,90,mom_eurusd.mom_dir_720,mom_dir_720,idx,0.465,1215469
w360_h75,91,align_eurusd.dir_720,dir_720,idx,0.465,1215469
w360_h75,92,div_bqx_eurusd.div_90_1440,div_90_1440,bqx,-0.4614,1215516
w360_h75,93,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.455,1215518
w360_h75,94,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.455,1215518
w360_h75,95,align_eurusd.zscore_180,zscore_180,idx,0.455,1215518
w360_h75,96,mom_eurusd.mom_roc_smooth_1440,mom_roc_smooth_1440,idx,0.4534,1215422
w360_h75,97,agg_bqx_eurusd.agg_sum_1440,agg_sum_1440,bqx,0.4534,1215516
w360_h75,98,agg_bqx_eurusd.agg_mean_1440,agg_mean_1440,bqx,0.4534,1215516
w360_h75,99,reg_bqx_eurusd.reg_mean_1440,reg_mean_1440,bqx,0.4534,1215516
w360_h75,100,lag_bqx_eurusd_45.sma_45,sma_45,bqx,0.4446,1206629
w360_h90,1,reg_eurusd.reg_slope_360,reg_slope_360,idx,0.914,1215518
w360_h90,2,mom_eurusd.mom_diff_360,mom_diff_360,idx,0.9126,1215493
w360_h90,3,der_eurusd.der_v1_360,der_v1_360,idx,0.9126,1215493
w360_h90,4,mom_eurusd.mom_roc_360,mom_roc_360,idx,0.9115,1215493
w360_h90,5,eurusd_bqx.bqx_360,bqx_360,bqx,0.9115,1215493
w360_h90,6,reg_eurusd.reg_deviation_360,reg_deviation_360,idx,0.8811,1215518
w360_h90,7,reg_eurusd.reg_deviation_720,reg_deviation_720,idx,0.8692,1215518
w360_h90,8,agg_bqx_eurusd.agg_sum_360,agg_sum_360,bqx,0.8676,1215516
w360_h90,9,agg_bqx_eurusd.agg_mean_360,agg_mean_360,bqx,0.8676,1215516
w360_h90,10,reg_bqx_eurusd.reg_mean_360,reg_mean_360,bqx,0.8676,1215516
w360_h90,11,mom_eurusd.mom_roc_smooth_360,mom_roc_smooth_360,idx,0.8676,1215493
w360_h90,12,agg_bqx_eurusd.agg_sum_180,agg_sum_180,bqx,0.7695,1215516
w360_h90,13,agg_bqx_eurusd.agg_mean_180,agg_mean_180,bqx,0.7695,1215516
w360_h90,14,reg_bqx_eurusd.reg_mean_180,reg_mean_180,bqx,0.7695,1215516
w360_h90,15,mom_eurusd.mom_roc_smooth_180,mom_roc_smooth_180,idx,0.7695,1215506
w360_h90,16,mom_eurusd.mom_diff_180,mom_diff_180,idx,0.7349,1215506
w360_h90,17,der_eurusd.der_v1_180,der_v1_180,idx,0.7349,1215506
w360_h90,18,div_eurusd.div_180_720,div_180_720,idx,-0.7341,1215518
w360_h90,19,eurusd_bqx.bqx_180,bqx_180,bqx,0.7339,1215506
w360_h90,20,mom_eurusd.mom_roc_180,mom_roc_180,idx,0.7339,1215506
w360_h90,21,reg_eurusd.reg_slope_180,reg_slope_180,idx,0.7333,1215518
w360_h90,22,reg_eurusd.reg_zscore_720,reg_zscore_720,idx,0.7308,1215518
w360_h90,23,align_eurusd.zscore_720,zscore_720,idx,0.7308,1215518
w360_h90,24,mrt_eurusd.mrt_tension_360,mrt_tension_360,idx,0.7228,1215518
w360_h90,25,agg_eurusd.agg_position_360,agg_position_360,idx,0.7069,1215518
w360_h90,26,align_eurusd.pos_360,pos_360,idx,0.7069,1215518
w360_h90,27,reg_eurusd.reg_deviation_1440,reg_deviation_1440,idx,0.6995,1215518
w360_h90,28,reg_eurusd.reg_zscore_1440,reg_zscore_1440,idx,0.6961,1215518
w360_h90,29,align_eurusd.zscore_1440,zscore_1440,idx,0.6961,1215518
w360_h90,30,mom_eurusd.mom_pos_count_180,mom_pos_count_180,idx,0.6827,1215518
w360_h90,31,agg_eurusd.agg_position_720,agg_position_720,idx,0.6745,1215518
w360_h90,32,align_eurusd.pos_720,pos_720,idx,0.6745,1215518
w360_h90,33,reg_eurusd.reg_zscore_360,reg_zscore_360,idx,0.6566,1215518
w360_h90,34,align_eurusd.zscore_360,zscore_360,idx,0.6566,1215518
w360_h90,35,lag_bqx_eurusd_90.sma_90,sma_90,bqx,0.6425,1209473
w360_h90,36,reg_eurusd.reg_slope_720,reg_slope_720,idx,0.6393,1215518
w360_h90,37,mom_eurusd.mom_diff_720,mom_diff_720,idx,0.6388,1215469
w360_h90,38,der_eurusd.der_v1_720,der_v1_720,idx,0.6388,1215469
w360_h90,39,mom_eurusd.mom_roc_720,mom_roc_720,idx,0.6376,1215469
w360_h90,40,eurusd_bqx.bqx_720,bqx_720,bqx,0.6376,1215469
w360_h90,41,reg_eurusd.reg_direction_360,reg_direction_360,idx,0.6373,1215518
w360_h90,42,align_eurusd.dir_360,dir_360,idx,0.6365,1215493
w360_h90,43,mom_eurusd.mom_dir_360,mom_dir_360,idx,0.6365,1215493
w360_h90,44,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.6322,1215518
w360_h90,45,div_eurusd.div_90_1440,div_90_1440,idx,-0.6259,1215518
w360_h90,46,reg_eurusd.reg_zscore_2880,reg_zscore_2880,idx,0.5993,1215518
w360_h90,47,agg_bqx_eurusd.agg_sum_720,agg_sum_720,bqx,0.5983,1215516
w360_h90,48,agg_bqx_eurusd.agg_mean_720,agg_mean_720,bqx,0.5982,1215516
w360_h90,49,reg_bqx_eurusd.reg_mean_720,reg_mean_720,bqx,0.5982,1215516
w360_h90,50,mom_eurusd.mom_roc_smooth_720,mom_roc_smooth_720,idx,0.5982,1215469
w360_h90,51,mrt_eurusd.mrt_tension_720,mrt_tension_720,idx,0.5906,1215518
w360_h90,52,agg_eurusd.agg_position_1440,agg_position_1440,idx,0.5889,1215518
w360_h90,53,align_eurusd.pos_1440,pos_1440,idx,0.5889,1215518
w360_h90,54,lag_bqx_eurusd_90.ema_90,ema_90,bqx,0.5706,1209473
w360_h90,55,agg_bqx_eurusd.agg_sum_90,agg_sum_90,bqx,0.5686,1215516
w360_h90,56,reg_bqx_eurusd.reg_mean_90,reg_mean_90,bqx,0.5686,1215516
w360_h90,57,agg_bqx_eurusd.agg_mean_90,agg_mean_90,bqx,0.5686,1215516
w360_h90,58,mom_eurusd.mom_roc_smooth_90,mom_roc_smooth_90,idx,0.5686,1215513
w360_h90,59,mom_eurusd.mom_zscore_720,mom_zscore_720,idx,0.5541,1215469
w360_h90,60,reg_eurusd.reg_deviation_2880,reg_deviation_2880,idx,0.5449,1215518
w360_h90,61,mrt_eurusd.mrt_tension_composite,mrt_tension_composite,idx,0.539,1215518
w360_h90,62,div_bqx_eurusd.div_180_720,div_180_720,bqx,-0.5355,1215516
w360_h90,63,lag_bqx_eurusd_90.bqx_lag_90,bqx_lag_90,bqx,0.5255,1209473
w360_h90,64,mom_bqx_eurusd.mom_pos_count_360,mom_pos_count_360,bqx,0.5213,1215516
w360_h90,65,div_eurusd.div_45_2880,div_45_2880,idx,-0.5143,1215518
w360_h90,66,der_eurusd.der_v1_90,der_v1_90,idx,0.514,1215513
w360_h90,67,mom_eurusd.mom_diff_90,mom_diff_90,idx,0.514,1215513
w360_h90,68,lag_eurusd_90.momentum_90,momentum_90,idx,0.514,1215513
w360_h90,69,lag_bqx_eurusd_90.bqx_close,bqx_close,bqx,0.514,1209473
w360_h90,70,lag_eurusd_90.return_lag_90,return_lag_90,idx,0.5134,1215513
w360_h90,71,regime_eurusd_90.return_lag_90,return_lag_90,idx,0.5134,1215513
w360_h90,72,mom_eurusd.mom_roc_90,mom_roc_90,idx,0.5134,1215513
w360_h90,73,eurusd_bqx.bqx_90,bqx_90,bqx,0.5134,1215513
w360_h90,74,reg_eurusd.reg_slope_90,reg_slope_90,idx,0.5116,1215518
w360_h90,75,mom_eurusd.mom_zscore_360,mom_zscore_360,idx,0.5054,1215493
w360_h90,76,agg_eurusd.agg_position_2880,agg_position_2880,idx,0.4986,1215518
w360_h90,77,mom_eurusd.mom_zscore_1440,mom_zscore_1440,idx,0.4977,1215422
w360_h90,78,agg_eurusd.agg_position_180,agg_position_180,idx,0.4955,1215518
w360_h90,79,align_eurusd.pos_180,pos_180,idx,0.4955,1215518
w360_h90,80,align_eurusd.dir_180,dir_180,idx,0.4947,1215506
w360_h90,81,mom_eurusd.mom_dir_180,mom_dir_180,idx,0.4947,1215506
w360_h90,82,reg_eurusd.reg_direction_180,reg_direction_180,idx,0.4937,1215518
w360_h90,83,mom_eurusd.mom_pos_count_90,mom_pos_count_90,idx,0.4928,1215518
w360_h90,84,reg_eurusd.reg_slope_1440,reg_slope_1440,idx,0.4745,1215518
w360_h90,85,mom_eurusd.mom_diff_1440,mom_diff_1440,idx,0.4744,1215422
w360_h90,86,der_eurusd.der_v1_1440,der_v1_1440,idx,0.4744,1215422
w360_h90,87,mom_eurusd.mom_roc_1440,mom_roc_1440,idx,0.4738,1215422
w360_h90,88,eurusd_bqx.bqx_1440,bqx_1440,bqx,0.4738,1215422
w360_h90,89,div_bqx_eurusd.div_90_1440,div_90_1440,bqx,-0.4693,1215516
w360_h90,90,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.4587,1215518
w360_h90,91,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.4587,1215518
w360_h90,92,align_eurusd.zscore_180,zscore_180,idx,0.4587,1215518
w360_h90,93,reg_eurusd.reg_direction_720,reg_direction_720,idx,0.4579,1215518
w360_h90,94,mom_eurusd.mom_dir_720,mom_dir_720,idx,0.4577,1215469
w360_h90,95,align_eurusd.dir_720,dir_720,idx,0.4577,1215469
w360_h90,96,lag_bqx_eurusd_45.sma_45,sma_45,bqx,0.449,1206629
w360_h90,97,mom_eurusd.mom_roc_smooth_1440,mom_roc_smooth_1440,idx,0.4465,1215422
w360_h90,98,agg_bqx_eurusd.agg_sum_1440,agg_sum_1440,bqx,0.4465,1215516
w360_h90,99,reg_bqx_eurusd.reg_mean_1440,reg_mean_1440,bqx,0.4465,1215516
w360_h90,100,agg_bqx_eurusd.agg_mean_1440,agg_mean_1440,bqx,0.4465,1215516
w45_h105,1,eurusd_bqx.target_90,target_90,bqx,0.8874,1215506
w45_h105,2,eurusd_bqx.target_45,target_45,bqx,0.6988,1215512
w45_h105,3,eurusd_bqx.target_180,target_180,bqx,0.6524,1215494
w45_h105,4,eurusd_bqx.target_360,target_360,bqx,0.4545,1215470
w45_h105,5,reg_eurusd.reg_deviation_45,reg_deviation_45,idx,0.3948,1215518
w45_h105,6,reg_eurusd.reg_deviation_90,reg_deviation_90,idx,0.3519,1215518
w45_h105,7,reg_eurusd.reg_slope_45,reg_slope_45,idx,0.3465,1215518
w45_h105,8,lag_bqx_eurusd_45.bqx_close,bqx_close,bqx,0.3427,1206629
w45_h105,9,lag_eurusd_45.momentum_45,momentum_45,idx,0.3424,1215516
w45_h105,10,der_eurusd.der_v1_45,der_v1_45,idx,0.3424,1215516
w45_h105,11,mom_eurusd.mom_diff_45,mom_diff_45,idx,0.3424,1215516
w45_h105,12,regime_eurusd_45.return_lag_45,return_lag_45,idx,0.3422,1215516
w45_h105,13,lag_eurusd_45.return_lag_45,return_lag_45,idx,0.3422,1215516
w45_h105,14,mom_eurusd.mom_roc_45,mom_roc_45,idx,0.3422,1215516
w45_h105,15,eurusd_bqx.bqx_45,bqx_45,bqx,0.3422,1215516
w45_h105,16,reg_bqx_eurusd.reg_deviation_2880,reg_deviation_2880,bqx,0.3382,1215516
w45_h105,17,reg_bqx_eurusd.reg_deviation_1440,reg_deviation_1440,bqx,0.3372,1215516
w45_h105,18,reg_bqx_eurusd.reg_deviation_720,reg_deviation_720,bqx,0.3369,1215516
w45_h105,19,reg_bqx_eurusd.reg_deviation_360,reg_deviation_360,bqx,0.3283,1215516
w45_h105,20,ext_bqx_eurusd.ext_zscore_2880,ext_zscore_2880,bqx,0.324,1215516
w45_h105,21,reg_bqx_eurusd.reg_zscore_2880,reg_zscore_2880,bqx,0.324,1215516
w45_h105,22,reg_bqx_eurusd.reg_deviation_180,reg_deviation_180,bqx,0.321,1215516
w45_h105,23,reg_bqx_eurusd.reg_zscore_1440,reg_zscore_1440,bqx,0.3209,1215516
w45_h105,24,ext_bqx_eurusd.ext_zscore_1440,ext_zscore_1440,bqx,0.3209,1215516
w45_h105,25,align_bqx_eurusd.zscore_1440,zscore_1440,bqx,0.3209,1215516
w45_h105,26,mrt_eurusd.mrt_tension_45,mrt_tension_45,idx,0.3176,1215518
w45_h105,27,ext_bqx_eurusd.ext_zscore_720,ext_zscore_720,bqx,0.3132,1215516
w45_h105,28,reg_bqx_eurusd.reg_zscore_720,reg_zscore_720,bqx,0.3132,1215516
w45_h105,29,align_bqx_eurusd.zscore_720,zscore_720,bqx,0.3132,1215516
w45_h105,30,eurusd_bqx.target_720,target_720,bqx,0.3131,1215422
w45_h105,31,ext_bqx_eurusd.ext_percentile_2880,ext_percentile_2880,bqx,0.3068,1215516
w45_h105,32,ext_bqx_eurusd.ext_percentile_1440,ext_percentile_1440,bqx,0.3034,1215516
w45_h105,33,mrt_eurusd.mrt_tension_90,mrt_tension_90,idx,0.3022,1215518
w45_h105,34,reg_eurusd.reg_zscore_45,reg_zscore_45,idx,0.3008,1215518
w45_h105,35,align_eurusd.zscore_45,zscore_45,idx,0.3008,1215518
w45_h105,36,reg_bqx_eurusd.reg_zscore_360,reg_zscore_360,bqx,0.2991,1215516
w45_h105,37,align_bqx_eurusd.zscore_360,zscore_360,bqx,0.2991,1215516
w45_h105,38,ext_bqx_eurusd.ext_zscore_360,ext_zscore_360,bqx,0.2991,1215516
w45_h105,39,reg_eurusd.reg_zscore_90,reg_zscore_90,idx,0.2982,1215518
w45_h105,40,align_eurusd.zscore_90,zscore_90,idx,0.2982,1215518
w45_h105,41,ext_bqx_eurusd.ext_percentile_720,ext_percentile_720,bqx,0.2969,1215516
w45_h105,42,agg_eurusd.agg_position_45,agg_position_45,idx,0.2958,1215518
w45_h105,43,align_eurusd.pos_45,pos_45,idx,0.2958,1215518
w45_h105,44,reg_bqx_eurusd.reg_deviation_90,reg_deviation_90,bqx,0.2928,1215516
w45_h105,45,mrt_bqx_eurusd.mrt_tension_composite,mrt_tension_composite,bqx,0.2926,1215516
w45_h105,46,mrt_bqx_eurusd.mrt_tension_2880,mrt_tension_2880,bqx,0.2922,1215516
w45_h105,47,mrt_bqx_eurusd.mrt_tension_1440,mrt_tension_1440,bqx,0.2889,1215516
w45_h105,48,mrt_bqx_eurusd.mrt_tension_720,mrt_tension_720,bqx,0.2869,1215516
w45_h105,49,ext_bqx_eurusd.ext_percentile_360,ext_percentile_360,bqx,0.2831,1215516
w45_h105,50,mrt_bqx_eurusd.mrt_tension_360,mrt_tension_360,bqx,0.2826,1215516
w45_h105,51,ext_bqx_eurusd.ext_zscore_180,ext_zscore_180,bqx,0.2815,1215516
w45_h105,52,reg_bqx_eurusd.reg_zscore_180,reg_zscore_180,bqx,0.2815,1215516
w45_h105,53,align_bqx_eurusd.zscore_180,zscore_180,bqx,0.2815,1215516
w45_h105,54,mrt_bqx_eurusd.mrt_tension_180,mrt_tension_180,bqx,0.2815,1215516
w45_h105,55,reg_bqx_eurusd.reg_deviation_45,reg_deviation_45,bqx,0.277,1215516
w45_h105,56,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.277,1215518
w45_h105,57,agg_eurusd.agg_position_90,agg_position_90,idx,0.2737,1215518
w45_h105,58,align_eurusd.pos_90,pos_90,idx,0.2737,1215518
w45_h105,59,ext_bqx_eurusd.ext_sigma_band,ext_sigma_band,bqx,0.2689,1215516
w45_h105,60,ext_bqx_eurusd.ext_percentile_180,ext_percentile_180,bqx,0.2683,1215516
w45_h105,61,align_eurusd.zscore_180,zscore_180,idx,0.2649,1215518
w45_h105,62,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.2649,1215518
w45_h105,63,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.2649,1215518
w45_h105,64,mrt_bqx_eurusd.mrt_tension_90,mrt_tension_90,bqx,0.262,1215516
w45_h105,65,align_bqx_eurusd.pos_720,pos_720,bqx,0.2563,1215516
w45_h105,66,agg_bqx_eurusd.agg_position_720,agg_position_720,bqx,0.2563,1215516
w45_h105,67,reg_bqx_eurusd.reg_slope_180,reg_slope_180,bqx,0.2555,1215516
w45_h105,68,mom_bqx_eurusd.mom_diff_180,mom_diff_180,bqx,0.2548,1215503
w45_h105,69,der_bqx_eurusd.der_v1_180,der_v1_180,bqx,0.2548,1215503
w45_h105,70,align_bqx_eurusd.pos_360,pos_360,bqx,0.2547,1215516
w45_h105,71,agg_bqx_eurusd.agg_position_360,agg_position_360,bqx,0.2547,1215516
w45_h105,72,agg_bqx_eurusd.agg_position_180,agg_position_180,bqx,0.2498,1215516
w45_h105,73,align_bqx_eurusd.pos_180,pos_180,bqx,0.2498,1215516
w45_h105,74,der_bqx_eurusd.der_v1_360,der_v1_360,bqx,0.2498,1215490
w45_h105,75,mom_bqx_eurusd.mom_diff_360,mom_diff_360,bqx,0.2498,1215490
w45_h105,76,reg_bqx_eurusd.reg_slope_360,reg_slope_360,bqx,0.2496,1215516
w45_h105,77,reg_bqx_eurusd.reg_zscore_90,reg_zscore_90,bqx,0.2491,1215516
w45_h105,78,align_bqx_eurusd.zscore_90,zscore_90,bqx,0.2491,1215516
w45_h105,79,ext_bqx_eurusd.ext_zscore_90,ext_zscore_90,bqx,0.2491,1215516
w45_h105,80,reg_eurusd.reg_slope_90,reg_slope_90,idx,0.2483,1215518
w45_h105,81,mrt_bqx_eurusd.mrt_tension_45,mrt_tension_45,bqx,0.2475,1215516
w45_h105,82,lag_bqx_eurusd_90.bqx_close,bqx_close,bqx,0.2474,1209473
w45_h105,83,mom_eurusd.mom_roc_90,mom_roc_90,idx,0.2471,1215513
w45_h105,84,eurusd_bqx.bqx_90,bqx_90,bqx,0.2471,1215513
w45_h105,85,lag_eurusd_90.return_lag_90,return_lag_90,idx,0.2471,1215513
w45_h105,86,regime_eurusd_90.return_lag_90,return_lag_90,idx,0.2471,1215513
w45_h105,87,lag_eurusd_90.momentum_90,momentum_90,idx,0.2469,1215513
w45_h105,88,der_eurusd.der_v1_90,der_v1_90,idx,0.2469,1215513
w45_h105,89,mom_eurusd.mom_diff_90,mom_diff_90,idx,0.2469,1215513
w45_h105,90,mom_bqx_eurusd.mom_diff_720,mom_diff_720,bqx,0.2465,1215466
w45_h105,91,der_bqx_eurusd.der_v1_720,der_v1_720,bqx,0.2465,1215466
