target,rank,feature_id,column_name,variant,correlation,n_samples
w180_h105,96,mrt_eurusd.mrt_tension_90,mrt_tension_90,idx,0.4819,1215518
w180_h105,97,reg_eurusd.reg_deviation_45,reg_deviation_45,idx,0.4747,1215518
w180_h105,98,ext_bqx_eurusd.ext_percentile_2880,ext_percentile_2880,bqx,0.4744,1215516
w180_h105,99,reg_bqx_eurusd.reg_deviation_720,reg_deviation_720,bqx,0.4729,1215516
w180_h105,100,reg_bqx_eurusd.reg_zscore_1440,reg_zscore_1440,bqx,0.4723,1215516
w180_h15,1,reg_eurusd.reg_slope_180,reg_slope_180,idx,0.9703,1215518
w180_h15,2,der_eurusd.der_v1_180,der_v1_180,idx,0.9674,1215506
w180_h15,3,mom_eurusd.mom_diff_180,mom_diff_180,idx,0.9674,1215506
w180_h15,4,mom_eurusd.mom_roc_180,mom_roc_180,idx,0.9661,1215506
w180_h15,5,eurusd_bqx.bqx_180,bqx_180,bqx,0.9661,1215506
w180_h15,6,reg_eurusd.reg_deviation_360,reg_deviation_360,idx,0.902,1215518
w180_h15,7,agg_bqx_eurusd.agg_sum_180,agg_sum_180,bqx,0.8807,1215516
w180_h15,8,agg_bqx_eurusd.agg_mean_180,agg_mean_180,bqx,0.8807,1215516
w180_h15,9,reg_bqx_eurusd.reg_mean_180,reg_mean_180,bqx,0.8807,1215516
w180_h15,10,mom_eurusd.mom_roc_smooth_180,mom_roc_smooth_180,idx,0.8807,1215506
w180_h15,11,lag_bqx_eurusd_90.sma_90,sma_90,bqx,0.8737,1209473
w180_h15,12,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.8732,1215518
w180_h15,13,lag_bqx_eurusd_90.ema_90,ema_90,bqx,0.7848,1209473
w180_h15,14,agg_bqx_eurusd.agg_sum_90,agg_sum_90,bqx,0.7826,1215516
w180_h15,15,agg_bqx_eurusd.agg_mean_90,agg_mean_90,bqx,0.7826,1215516
w180_h15,16,reg_bqx_eurusd.reg_mean_90,reg_mean_90,bqx,0.7826,1215516
w180_h15,17,mom_eurusd.mom_roc_smooth_90,mom_roc_smooth_90,idx,0.7826,1215513
w180_h15,18,div_bqx_eurusd.div_180_720,div_180_720,bqx,-0.7699,1215516
w180_h15,19,reg_eurusd.reg_deviation_720,reg_deviation_720,idx,0.7368,1215518
w180_h15,20,div_bqx_eurusd.div_90_1440,div_90_1440,bqx,-0.7262,1215516
w180_h15,21,align_eurusd.zscore_360,zscore_360,idx,0.7247,1215518
w180_h15,22,reg_eurusd.reg_zscore_360,reg_zscore_360,idx,0.7247,1215518
w180_h15,23,mom_eurusd.mom_diff_90,mom_diff_90,idx,0.7139,1215513
w180_h15,24,der_eurusd.der_v1_90,der_v1_90,idx,0.7139,1215513
w180_h15,25,lag_eurusd_90.momentum_90,momentum_90,idx,0.7139,1215513
w180_h15,26,lag_bqx_eurusd_90.bqx_close,bqx_close,bqx,0.7137,1209473
w180_h15,27,regime_eurusd_90.return_lag_90,return_lag_90,idx,0.7133,1215513
w180_h15,28,lag_eurusd_90.return_lag_90,return_lag_90,idx,0.7133,1215513
w180_h15,29,eurusd_bqx.bqx_90,bqx_90,bqx,0.7133,1215513
w180_h15,30,mom_eurusd.mom_roc_90,mom_roc_90,idx,0.7133,1215513
w180_h15,31,reg_eurusd.reg_slope_90,reg_slope_90,idx,0.7111,1215518
w180_h15,32,reg_eurusd.reg_zscore_720,reg_zscore_720,idx,0.6953,1215518
w180_h15,33,align_eurusd.zscore_720,zscore_720,idx,0.6953,1215518
w180_h15,34,agg_eurusd.agg_position_180,agg_position_180,idx,0.6872,1215518
w180_h15,35,align_eurusd.pos_180,pos_180,idx,0.6872,1215518
w180_h15,36,agg_eurusd.agg_position_360,agg_position_360,idx,0.6827,1215518
w180_h15,37,align_eurusd.pos_360,pos_360,idx,0.6827,1215518
w180_h15,38,reg_eurusd.reg_slope_360,reg_slope_360,idx,0.6802,1215518
w180_h15,39,mom_eurusd.mom_diff_360,mom_diff_360,idx,0.6792,1215493
w180_h15,40,der_eurusd.der_v1_360,der_v1_360,idx,0.6792,1215493
w180_h15,41,eurusd_bqx.bqx_360,bqx_360,bqx,0.6782,1215493
w180_h15,42,mom_eurusd.mom_roc_360,mom_roc_360,idx,0.6782,1215493
w180_h15,43,mom_eurusd.mom_pos_count_90,mom_pos_count_90,idx,0.6745,1215518
w180_h15,44,reg_eurusd.reg_direction_180,reg_direction_180,idx,0.6567,1215518
w180_h15,45,align_eurusd.dir_180,dir_180,idx,0.6544,1215506
w180_h15,46,mom_eurusd.mom_dir_180,mom_dir_180,idx,0.6544,1215506
w180_h15,47,lag_bqx_eurusd_90.bqx_lag_90,bqx_lag_90,bqx,0.6522,1209473
w180_h15,48,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.635,1215518
w180_h15,49,align_eurusd.zscore_180,zscore_180,idx,0.635,1215518
w180_h15,50,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.635,1215518
w180_h15,51,lag_bqx_eurusd_45.sma_45,sma_45,bqx,0.625,1206629
w180_h15,52,mrt_eurusd.mrt_tension_360,mrt_tension_360,idx,0.6237,1215518
w180_h15,53,agg_bqx_eurusd.agg_sum_45,agg_sum_45,bqx,0.6208,1215516
w180_h15,54,agg_bqx_eurusd.agg_mean_45,agg_mean_45,bqx,0.6208,1215516
w180_h15,55,reg_bqx_eurusd.reg_mean_45,reg_mean_45,bqx,0.6208,1215516
w180_h15,56,mom_eurusd.mom_roc_smooth_45,mom_roc_smooth_45,idx,0.6208,1215516
w180_h15,57,reg_eurusd.reg_deviation_90,reg_deviation_90,idx,0.619,1215518
w180_h15,58,align_eurusd.zscore_1440,zscore_1440,idx,0.6099,1215518
w180_h15,59,reg_eurusd.reg_zscore_1440,reg_zscore_1440,idx,0.6099,1215518
w180_h15,60,agg_bqx_eurusd.agg_sum_360,agg_sum_360,bqx,0.6028,1215516
w180_h15,61,agg_bqx_eurusd.agg_mean_360,agg_mean_360,bqx,0.6028,1215516
w180_h15,62,reg_bqx_eurusd.reg_mean_360,reg_mean_360,bqx,0.6028,1215516
w180_h15,63,mom_eurusd.mom_roc_smooth_360,mom_roc_smooth_360,idx,0.6027,1215493
w180_h15,64,align_eurusd.pos_720,pos_720,idx,0.5936,1215518
w180_h15,65,agg_eurusd.agg_position_720,agg_position_720,idx,0.5936,1215518
w180_h15,66,div_bqx_eurusd.div_45_2880,div_45_2880,bqx,-0.5917,1215516
w180_h15,67,lag_bqx_eurusd_45.ema_45,ema_45,bqx,0.5588,1206629
w180_h15,68,reg_eurusd.reg_deviation_1440,reg_deviation_1440,idx,0.556,1215518
w180_h15,69,mom_eurusd.mom_zscore_360,mom_zscore_360,idx,0.5511,1215493
w180_h15,70,mom_eurusd.mom_zscore_720,mom_zscore_720,idx,0.5136,1215469
w180_h15,71,mom_bqx_eurusd.mom_pos_count_180,mom_pos_count_180,bqx,0.5082,1215516
w180_h15,72,lag_bqx_eurusd_45.bqx_close,bqx_close,bqx,0.5055,1206629
w180_h15,73,lag_eurusd_45.momentum_45,momentum_45,idx,0.5051,1215516
w180_h15,74,der_eurusd.der_v1_45,der_v1_45,idx,0.5051,1215516
w180_h15,75,mom_eurusd.mom_diff_45,mom_diff_45,idx,0.5051,1215516
w180_h15,76,mom_eurusd.mom_roc_45,mom_roc_45,idx,0.5048,1215516
w180_h15,77,eurusd_bqx.bqx_45,bqx_45,bqx,0.5048,1215516
w180_h15,78,lag_eurusd_45.return_lag_45,return_lag_45,idx,0.5048,1215516
w180_h15,79,regime_eurusd_45.return_lag_45,return_lag_45,idx,0.5048,1215516
w180_h15,80,agg_bqx_eurusd.agg_max_90,agg_max_90,bqx,0.5047,1215516
w180_h15,81,reg_bqx_eurusd.reg_max_90,reg_max_90,bqx,0.5047,1215516
w180_h15,82,reg_bqx_eurusd.reg_first_90,reg_first_90,bqx,0.5028,1215516
w180_h15,83,agg_bqx_eurusd.agg_max_45,agg_max_45,bqx,0.5022,1215516
w180_h15,84,reg_bqx_eurusd.reg_max_45,reg_max_45,bqx,0.5022,1215516
w180_h15,85,reg_eurusd.reg_slope_45,reg_slope_45,idx,0.501,1215518
w180_h15,86,reg_bqx_eurusd.reg_first_45,reg_first_45,bqx,0.4993,1215516
w180_h15,87,agg_eurusd.agg_position_1440,agg_position_1440,idx,0.4977,1215518
w180_h15,88,align_eurusd.pos_1440,pos_1440,idx,0.4977,1215518
w180_h15,89,lag_bqx_eurusd_45.bqx_lag_45,bqx_lag_45,bqx,0.4973,1206628
w180_h15,90,agg_bqx_eurusd.agg_min_45,agg_min_45,bqx,0.4894,1215516
w180_h15,91,reg_bqx_eurusd.reg_min_45,reg_min_45,bqx,0.4894,1215516
w180_h15,92,reg_eurusd.reg_zscore_2880,reg_zscore_2880,idx,0.488,1215518
w180_h15,93,reg_bqx_eurusd.reg_min_90,reg_min_90,bqx,0.4868,1215516
w180_h15,94,agg_bqx_eurusd.agg_min_90,agg_min_90,bqx,0.4868,1215516
w180_h15,95,reg_eurusd.reg_slope_720,reg_slope_720,idx,0.4784,1215518
w180_h15,96,der_eurusd.der_v1_720,der_v1_720,idx,0.4781,1215469
w180_h15,97,mom_eurusd.mom_diff_720,mom_diff_720,idx,0.4781,1215469
w180_h15,98,reg_bqx_eurusd.reg_deviation_2880,reg_deviation_2880,bqx,0.4774,1215516
w180_h15,99,eurusd_bqx.bqx_720,bqx_720,bqx,0.4771,1215469
w180_h15,100,mom_eurusd.mom_roc_720,mom_roc_720,idx,0.4771,1215469
w180_h30,1,reg_eurusd.reg_slope_180,reg_slope_180,idx,0.9413,1215518
w180_h30,2,mom_eurusd.mom_diff_180,mom_diff_180,idx,0.9386,1215506
w180_h30,3,der_eurusd.der_v1_180,der_v1_180,idx,0.9386,1215506
w180_h30,4,mom_eurusd.mom_roc_180,mom_roc_180,idx,0.9374,1215506
w180_h30,5,eurusd_bqx.bqx_180,bqx_180,bqx,0.9374,1215506
w180_h30,6,reg_eurusd.reg_deviation_360,reg_deviation_360,idx,0.8858,1215518
w180_h30,7,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.8789,1215518
w180_h30,8,lag_bqx_eurusd_90.sma_90,sma_90,bqx,0.8742,1209473
w180_h30,9,agg_bqx_eurusd.agg_sum_180,agg_sum_180,bqx,0.8489,1215516
w180_h30,10,agg_bqx_eurusd.agg_mean_180,agg_mean_180,bqx,0.8489,1215516
w180_h30,11,reg_bqx_eurusd.reg_mean_180,reg_mean_180,bqx,0.8489,1215516
w180_h30,12,mom_eurusd.mom_roc_smooth_180,mom_roc_smooth_180,idx,0.8489,1215506
w180_h30,13,lag_bqx_eurusd_90.ema_90,ema_90,bqx,0.7964,1209473
w180_h30,14,agg_bqx_eurusd.agg_sum_90,agg_sum_90,bqx,0.7942,1215516
w180_h30,15,agg_bqx_eurusd.agg_mean_90,agg_mean_90,bqx,0.7942,1215516
w180_h30,16,reg_bqx_eurusd.reg_mean_90,reg_mean_90,bqx,0.7942,1215516
w180_h30,17,mom_eurusd.mom_roc_smooth_90,mom_roc_smooth_90,idx,0.7941,1215513
w180_h30,18,div_bqx_eurusd.div_180_720,div_180_720,bqx,-0.7423,1215516
w180_h30,19,div_bqx_eurusd.div_90_1440,div_90_1440,bqx,-0.741,1215516
w180_h30,20,lag_eurusd_90.momentum_90,momentum_90,idx,0.7232,1215513
w180_h30,21,der_eurusd.der_v1_90,der_v1_90,idx,0.7232,1215513
w180_h30,22,mom_eurusd.mom_diff_90,mom_diff_90,idx,0.7232,1215513
w180_h30,23,lag_bqx_eurusd_90.bqx_close,bqx_close,bqx,0.723,1209473
w180_h30,24,eurusd_bqx.bqx_90,bqx_90,bqx,0.7226,1215513
w180_h30,25,mom_eurusd.mom_roc_90,mom_roc_90,idx,0.7226,1215513
w180_h30,26,regime_eurusd_90.return_lag_90,return_lag_90,idx,0.7226,1215513
w180_h30,27,lag_eurusd_90.return_lag_90,return_lag_90,idx,0.7226,1215513
w180_h30,28,reg_eurusd.reg_slope_90,reg_slope_90,idx,0.7203,1215518
w180_h30,29,reg_eurusd.reg_deviation_720,reg_deviation_720,idx,0.7183,1215518
w180_h30,30,reg_eurusd.reg_zscore_360,reg_zscore_360,idx,0.7183,1215518
w180_h30,31,align_eurusd.zscore_360,zscore_360,idx,0.7183,1215518
w180_h30,32,agg_eurusd.agg_position_180,agg_position_180,idx,0.6873,1215518
w180_h30,33,align_eurusd.pos_180,pos_180,idx,0.6873,1215518
w180_h30,34,align_eurusd.zscore_720,zscore_720,idx,0.6843,1215518
w180_h30,35,reg_eurusd.reg_zscore_720,reg_zscore_720,idx,0.6843,1215518
w180_h30,36,mom_eurusd.mom_pos_count_90,mom_pos_count_90,idx,0.6755,1215518
w180_h30,37,align_eurusd.pos_360,pos_360,idx,0.6719,1215518
w180_h30,38,agg_eurusd.agg_position_360,agg_position_360,idx,0.6719,1215518
w180_h30,39,reg_eurusd.reg_slope_360,reg_slope_360,idx,0.6596,1215518
w180_h30,40,mom_eurusd.mom_diff_360,mom_diff_360,idx,0.6587,1215493
w180_h30,41,der_eurusd.der_v1_360,der_v1_360,idx,0.6587,1215493
w180_h30,42,mom_eurusd.mom_roc_360,mom_roc_360,idx,0.6576,1215493
w180_h30,43,eurusd_bqx.bqx_360,bqx_360,bqx,0.6576,1215493
w180_h30,44,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.641,1215518
w180_h30,45,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.641,1215518
w180_h30,46,align_eurusd.zscore_180,zscore_180,idx,0.641,1215518
w180_h30,47,reg_eurusd.reg_direction_180,reg_direction_180,idx,0.6366,1215518
w180_h30,48,align_eurusd.dir_180,dir_180,idx,0.6342,1215506
w180_h30,49,mom_eurusd.mom_dir_180,mom_dir_180,idx,0.6342,1215506
w180_h30,50,lag_bqx_eurusd_45.sma_45,sma_45,bqx,0.6327,1206629
w180_h30,51,agg_bqx_eurusd.agg_sum_45,agg_sum_45,bqx,0.6284,1215516
w180_h30,52,reg_bqx_eurusd.reg_mean_45,reg_mean_45,bqx,0.6284,1215516
w180_h30,53,mom_eurusd.mom_roc_smooth_45,mom_roc_smooth_45,idx,0.6284,1215516
w180_h30,54,agg_bqx_eurusd.agg_mean_45,agg_mean_45,bqx,0.6284,1215516
w180_h30,55,reg_eurusd.reg_deviation_90,reg_deviation_90,idx,0.6263,1215518
w180_h30,56,mrt_eurusd.mrt_tension_360,mrt_tension_360,idx,0.6086,1215518
w180_h30,57,lag_bqx_eurusd_90.bqx_lag_90,bqx_lag_90,bqx,0.6023,1209473
w180_h30,58,div_bqx_eurusd.div_45_2880,div_45_2880,bqx,-0.6005,1215516
w180_h30,59,reg_eurusd.reg_zscore_1440,reg_zscore_1440,idx,0.5975,1215518
w180_h30,60,align_eurusd.zscore_1440,zscore_1440,idx,0.5975,1215518
w180_h30,61,agg_eurusd.agg_position_720,agg_position_720,idx,0.5814,1215518
w180_h30,62,align_eurusd.pos_720,pos_720,idx,0.5814,1215518
w180_h30,63,agg_bqx_eurusd.agg_sum_360,agg_sum_360,bqx,0.581,1215516
w180_h30,64,reg_bqx_eurusd.reg_mean_360,reg_mean_360,bqx,0.581,1215516
w180_h30,65,agg_bqx_eurusd.agg_mean_360,agg_mean_360,bqx,0.581,1215516
w180_h30,66,mom_eurusd.mom_roc_smooth_360,mom_roc_smooth_360,idx,0.581,1215493
w180_h30,67,lag_bqx_eurusd_45.ema_45,ema_45,bqx,0.5661,1206629
w180_h30,68,mom_eurusd.mom_zscore_360,mom_zscore_360,idx,0.5464,1215493
w180_h30,69,reg_eurusd.reg_deviation_1440,reg_deviation_1440,idx,0.5403,1215518
w180_h30,70,lag_bqx_eurusd_45.bqx_close,bqx_close,bqx,0.5118,1206629
w180_h30,71,lag_eurusd_45.momentum_45,momentum_45,idx,0.5115,1215516
w180_h30,72,mom_eurusd.mom_diff_45,mom_diff_45,idx,0.5115,1215516
w180_h30,73,der_eurusd.der_v1_45,der_v1_45,idx,0.5115,1215516
w180_h30,74,lag_eurusd_45.return_lag_45,return_lag_45,idx,0.5112,1215516
w180_h30,75,regime_eurusd_45.return_lag_45,return_lag_45,idx,0.5112,1215516
w180_h30,76,eurusd_bqx.bqx_45,bqx_45,bqx,0.5112,1215516
w180_h30,77,mom_eurusd.mom_roc_45,mom_roc_45,idx,0.5112,1215516
w180_h30,78,reg_bqx_eurusd.reg_first_90,reg_first_90,bqx,0.5112,1215516
w180_h30,79,reg_bqx_eurusd.reg_max_90,reg_max_90,bqx,0.5111,1215516
w180_h30,80,agg_bqx_eurusd.agg_max_90,agg_max_90,bqx,0.5111,1215516
w180_h30,81,reg_bqx_eurusd.reg_max_45,reg_max_45,bqx,0.5085,1215516
w180_h30,82,agg_bqx_eurusd.agg_max_45,agg_max_45,bqx,0.5085,1215516
w180_h30,83,reg_eurusd.reg_slope_45,reg_slope_45,idx,0.5074,1215518
w180_h30,84,reg_bqx_eurusd.reg_first_45,reg_first_45,bqx,0.5059,1215516
w180_h30,85,mom_eurusd.mom_zscore_720,mom_zscore_720,idx,0.5048,1215469
w180_h30,86,lag_bqx_eurusd_45.bqx_lag_45,bqx_lag_45,bqx,0.504,1206628
w180_h30,87,agg_bqx_eurusd.agg_min_90,agg_min_90,bqx,0.4967,1215516
w180_h30,88,reg_bqx_eurusd.reg_min_90,reg_min_90,bqx,0.4967,1215516
w180_h30,89,reg_bqx_eurusd.reg_min_45,reg_min_45,bqx,0.4967,1215516
w180_h30,90,agg_bqx_eurusd.agg_min_45,agg_min_45,bqx,0.4967,1215516
w180_h30,91,mom_bqx_eurusd.mom_pos_count_180,mom_pos_count_180,bqx,0.4905,1215516
w180_h30,92,agg_eurusd.agg_position_1440,agg_position_1440,idx,0.4865,1215518
w180_h30,93,align_eurusd.pos_1440,pos_1440,idx,0.4865,1215518
w180_h30,94,reg_bqx_eurusd.reg_deviation_2880,reg_deviation_2880,bqx,0.4846,1215516
w180_h30,95,mom_eurusd.mom_zscore_180,mom_zscore_180,idx,0.481,1215506
w180_h30,96,mom_eurusd.mom_dir_90,mom_dir_90,idx,0.4773,1215513
w180_h30,97,align_eurusd.dir_90,dir_90,idx,0.4773,1215513
w180_h30,98,reg_eurusd.reg_zscore_2880,reg_zscore_2880,idx,0.4767,1215518
w180_h30,99,reg_eurusd.reg_direction_90,reg_direction_90,idx,0.4752,1215518
w180_h30,100,align_eurusd.pos_90,pos_90,idx,0.4708,1215518
w180_h45,1,reg_eurusd.reg_slope_180,reg_slope_180,idx,0.9121,1215518
w180_h45,2,mom_eurusd.mom_diff_180,mom_diff_180,idx,0.9093,1215506
w180_h45,3,der_eurusd.der_v1_180,der_v1_180,idx,0.9093,1215506
w180_h45,4,mom_eurusd.mom_roc_180,mom_roc_180,idx,0.9081,1215506
w180_h45,5,eurusd_bqx.bqx_180,bqx_180,bqx,0.9081,1215506
w180_h45,6,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.8813,1215518
w180_h45,7,reg_eurusd.reg_deviation_360,reg_deviation_360,idx,0.8682,1215518
w180_h45,8,lag_bqx_eurusd_90.sma_90,sma_90,bqx,0.8665,1209473
w180_h45,9,agg_bqx_eurusd.agg_sum_180,agg_sum_180,bqx,0.8159,1215516
w180_h45,10,agg_bqx_eurusd.agg_mean_180,agg_mean_180,bqx,0.8159,1215516
w180_h45,11,reg_bqx_eurusd.reg_mean_180,reg_mean_180,bqx,0.8159,1215516
w180_h45,12,mom_eurusd.mom_roc_smooth_180,mom_roc_smooth_180,idx,0.8159,1215506
w180_h45,13,lag_bqx_eurusd_90.ema_90,ema_90,bqx,0.8086,1209473
w180_h45,14,agg_bqx_eurusd.agg_sum_90,agg_sum_90,bqx,0.8063,1215516
w180_h45,15,agg_bqx_eurusd.agg_mean_90,agg_mean_90,bqx,0.8063,1215516
w180_h45,16,reg_bqx_eurusd.reg_mean_90,reg_mean_90,bqx,0.8063,1215516
w180_h45,17,mom_eurusd.mom_roc_smooth_90,mom_roc_smooth_90,idx,0.8063,1215513
w180_h45,18,div_bqx_eurusd.div_90_1440,div_90_1440,bqx,-0.7565,1215516
w180_h45,19,der_eurusd.der_v1_90,der_v1_90,idx,0.7337,1215513
w180_h45,20,mom_eurusd.mom_diff_90,mom_diff_90,idx,0.7337,1215513
w180_h45,21,lag_eurusd_90.momentum_90,momentum_90,idx,0.7337,1215513
w180_h45,22,lag_bqx_eurusd_90.bqx_close,bqx_close,bqx,0.7334,1209473
w180_h45,23,mom_eurusd.mom_roc_90,mom_roc_90,idx,0.733,1215513
w180_h45,24,eurusd_bqx.bqx_90,bqx_90,bqx,0.733,1215513
w180_h45,25,regime_eurusd_90.return_lag_90,return_lag_90,idx,0.733,1215513
w180_h45,26,lag_eurusd_90.return_lag_90,return_lag_90,idx,0.733,1215513
w180_h45,27,reg_eurusd.reg_slope_90,reg_slope_90,idx,0.7307,1215518
w180_h45,28,div_bqx_eurusd.div_180_720,div_180_720,bqx,-0.7136,1215516
w180_h45,29,reg_eurusd.reg_zscore_360,reg_zscore_360,idx,0.7107,1215518
w180_h45,30,align_eurusd.zscore_360,zscore_360,idx,0.7107,1215518
w180_h45,31,reg_eurusd.reg_deviation_720,reg_deviation_720,idx,0.6991,1215518
w180_h45,32,agg_eurusd.agg_position_180,agg_position_180,idx,0.6845,1215518
w180_h45,33,align_eurusd.pos_180,pos_180,idx,0.6845,1215518
w180_h45,34,reg_eurusd.reg_zscore_720,reg_zscore_720,idx,0.6722,1215518
w180_h45,35,align_eurusd.zscore_720,zscore_720,idx,0.6722,1215518
w180_h45,36,mom_eurusd.mom_pos_count_90,mom_pos_count_90,idx,0.6699,1215518
w180_h45,37,agg_eurusd.agg_position_360,agg_position_360,idx,0.6602,1215518
w180_h45,38,align_eurusd.pos_360,pos_360,idx,0.6602,1215518
w180_h45,39,mrt_eurusd.mrt_tension_180,mrt_tension_180,idx,0.6449,1215518
w180_h45,40,reg_eurusd.reg_zscore_180,reg_zscore_180,idx,0.6449,1215518
w180_h45,41,align_eurusd.zscore_180,zscore_180,idx,0.6449,1215518
w180_h45,42,lag_bqx_eurusd_45.sma_45,sma_45,bqx,0.6409,1206629
w180_h45,43,reg_eurusd.reg_slope_360,reg_slope_360,idx,0.6387,1215518
w180_h45,44,mom_eurusd.mom_diff_360,mom_diff_360,idx,0.6378,1215493
w180_h45,45,der_eurusd.der_v1_360,der_v1_360,idx,0.6378,1215493
w180_h45,46,eurusd_bqx.bqx_360,bqx_360,bqx,0.6368,1215493
w180_h45,47,mom_eurusd.mom_roc_360,mom_roc_360,idx,0.6368,1215493
w180_h45,48,agg_bqx_eurusd.agg_sum_45,agg_sum_45,bqx,0.6365,1215516
w180_h45,49,reg_bqx_eurusd.reg_mean_45,reg_mean_45,bqx,0.6365,1215516
w180_h45,50,mom_eurusd.mom_roc_smooth_45,mom_roc_smooth_45,idx,0.6365,1215516
w180_h45,51,agg_bqx_eurusd.agg_mean_45,agg_mean_45,bqx,0.6365,1215516
w180_h45,52,reg_eurusd.reg_deviation_90,reg_deviation_90,idx,0.6346,1215518
w180_h45,53,reg_eurusd.reg_direction_180,reg_direction_180,idx,0.6159,1215518
w180_h45,54,align_eurusd.dir_180,dir_180,idx,0.6136,1215506
w180_h45,55,mom_eurusd.mom_dir_180,mom_dir_180,idx,0.6136,1215506
w180_h45,56,div_bqx_eurusd.div_45_2880,div_45_2880,bqx,-0.6098,1215516
w180_h45,57,mrt_eurusd.mrt_tension_360,mrt_tension_360,idx,0.5948,1215518
w180_h45,58,align_eurusd.zscore_1440,zscore_1440,idx,0.5841,1215518
w180_h45,59,reg_eurusd.reg_zscore_1440,reg_zscore_1440,idx,0.5841,1215518
w180_h45,60,lag_bqx_eurusd_45.ema_45,ema_45,bqx,0.5731,1206629
w180_h45,61,agg_eurusd.agg_position_720,agg_position_720,idx,0.5687,1215518
w180_h45,62,align_eurusd.pos_720,pos_720,idx,0.5687,1215518
w180_h45,63,agg_bqx_eurusd.agg_sum_360,agg_sum_360,bqx,0.5588,1215516
w180_h45,64,reg_bqx_eurusd.reg_mean_360,reg_mean_360,bqx,0.5588,1215516
w180_h45,65,agg_bqx_eurusd.agg_mean_360,agg_mean_360,bqx,0.5588,1215516
w180_h45,66,mom_eurusd.mom_roc_smooth_360,mom_roc_smooth_360,idx,0.5587,1215493
w180_h45,67,lag_bqx_eurusd_90.bqx_lag_90,bqx_lag_90,bqx,0.5506,1209473
w180_h45,68,mom_eurusd.mom_zscore_360,mom_zscore_360,idx,0.5411,1215493
w180_h45,69,reg_eurusd.reg_deviation_1440,reg_deviation_1440,idx,0.5241,1215518
w180_h45,70,reg_bqx_eurusd.reg_first_90,reg_first_90,bqx,0.52,1215516
w180_h45,71,lag_bqx_eurusd_45.bqx_close,bqx_close,bqx,0.5184,1206629
w180_h45,72,mom_eurusd.mom_diff_45,mom_diff_45,idx,0.5182,1215516
w180_h45,73,der_eurusd.der_v1_45,der_v1_45,idx,0.5182,1215516
w180_h45,74,lag_eurusd_45.momentum_45,momentum_45,idx,0.5182,1215516
w180_h45,75,eurusd_bqx.bqx_45,bqx_45,bqx,0.5178,1215516
w180_h45,76,mom_eurusd.mom_roc_45,mom_roc_45,idx,0.5178,1215516
w180_h45,77,lag_eurusd_45.return_lag_45,return_lag_45,idx,0.5178,1215516
w180_h45,78,regime_eurusd_45.return_lag_45,return_lag_45,idx,0.5178,1215516
w180_h45,79,reg_bqx_eurusd.reg_max_90,reg_max_90,bqx,0.5174,1215516
w180_h45,80,agg_bqx_eurusd.agg_max_90,agg_max_90,bqx,0.5174,1215516
w180_h45,81,reg_bqx_eurusd.reg_max_45,reg_max_45,bqx,0.5148,1215516
w180_h45,82,agg_bqx_eurusd.agg_max_45,agg_max_45,bqx,0.5148,1215516
w180_h45,83,reg_eurusd.reg_slope_45,reg_slope_45,idx,0.5141,1215518
w180_h45,84,reg_bqx_eurusd.reg_first_45,reg_first_45,bqx,0.5138,1215516
w180_h45,85,lag_bqx_eurusd_45.bqx_lag_45,bqx_lag_45,bqx,0.5121,1206628
w180_h45,86,reg_bqx_eurusd.reg_min_90,reg_min_90,bqx,0.5062,1215516
w180_h45,87,agg_bqx_eurusd.agg_min_90,agg_min_90,bqx,0.5062,1215516
w180_h45,88,reg_bqx_eurusd.reg_min_45,reg_min_45,bqx,0.5048,1215516
w180_h45,89,agg_bqx_eurusd.agg_min_45,agg_min_45,bqx,0.5048,1215516
w180_h45,90,mom_eurusd.mom_zscore_720,mom_zscore_720,idx,0.4955,1215469
w180_h45,91,reg_bqx_eurusd.reg_deviation_2880,reg_deviation_2880,bqx,0.4921,1215516
w180_h45,92,mom_eurusd.mom_dir_90,mom_dir_90,idx,0.4854,1215513
w180_h45,93,align_eurusd.dir_90,dir_90,idx,0.4854,1215513
w180_h45,94,mom_eurusd.mom_zscore_180,mom_zscore_180,idx,0.4846,1215506
w180_h45,95,reg_eurusd.reg_direction_90,reg_direction_90,idx,0.4833,1215518
w180_h45,96,agg_eurusd.agg_position_90,agg_position_90,idx,0.4786,1215518
w180_h45,97,align_eurusd.pos_90,pos_90,idx,0.4786,1215518
w180_h45,98,agg_eurusd.agg_position_1440,agg_position_1440,idx,0.4748,1215518
w180_h45,99,align_eurusd.pos_1440,pos_1440,idx,0.4748,1215518
w180_h45,100,mom_eurusd.mom_pos_count_45,mom_pos_count_45,idx,0.4743,1215518
w180_h60,1,reg_eurusd.reg_slope_180,reg_slope_180,idx,0.8817,1215518
w180_h60,2,reg_eurusd.reg_deviation_180,reg_deviation_180,idx,0.8798,1215518
w180_h60,3,der_eurusd.der_v1_180,der_v1_180,idx,0.879,1215506
w180_h60,4,mom_eurusd.mom_diff_180,mom_diff_180,idx,0.879,1215506
